Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
7720,-8.468789,-0.010141458,-0.010141458,-27.195122,88.53659,-61.219513,-73.200005,-39.0,-15.000001
7730,-8.631651,-0.010336487,-0.010336487,-18.658537,89.87805,-60.0,-73.8,-37.800003,-15.6
7740,-8.425679,-0.010089833,-0.010089833,-9.45122,91.768295,-58.414635,-73.200005,-39.0,-16.2
7750,-8.188572,-0.009805895,-0.009805895,-1.2804878,93.17073,-55.85366,-73.8,-39.0,-16.800001
7760,-7.7239385,-0.009249493,-0.009249493,3.902439,93.414635,-53.719513,-75.0,-39.0,-16.800001
7770,-7.247329,-0.008678748,-0.008678748,6.768293,91.097565,-50.30488,-73.8,-40.2,-17.400002
7780,-6.957532,-0.008331712,-0.008331712,7.6219516,87.439026,-47.5,-75.0,-40.800003,-19.800001
7790,-6.4354177,-0.007706476,-0.007706476,4.3292685,82.19512,-45.792683,-75.0,-40.2,-19.800001
7800,-6.564749,-0.007861351,-0.007861351,-1.8292683,74.20732,-44.02439,-75.600006,-41.4,-20.400002
7810,-6.9144216,-0.008280087,-0.008280087,-8.414635,67.926834,-42.80488,-76.200005,-41.4,-21.0
7820,-7.1874537,-0.008607047,-0.008607047,-10.121951,61.341465,-41.707317,-76.200005,-40.2,-21.6
7830,-7.862849,-0.009415839,-0.009415839,-7.3170733,57.012196,-40.0,-75.600006,-41.4,-22.2
7840,-8.334668,-0.009980847,-0.009980847,-2.012195,56.036587,-37.07317,-76.200005,-42.0,-21.6
7850,-8.073611,-0.009668229,-0.009668229,3.5365853,56.341465,-34.69512,-76.200005,-42.600002,-23.400002
7860,-7.4892263,-0.008968422,-0.008968422,6.280488,53.59756,-33.35366,-77.4,-42.0,-23.400002
7870,-7.2569094,-0.00869022,-0.00869022,7.5,49.207317,-31.95122,-77.4,-42.0,-24.6
7880,-7.2593045,-0.008693089,-0.008693089,8.47561,45.060978,-30.121952,-77.4,-42.0,-23.400002
7890,-7.4676714,-0.00894261,-0.00894261,11.402439,40.670734,-27.256098,-77.4,-43.800003,-24.6
7900,-7.704778,-0.009226548,-0.009226548,12.560976,36.219513,-23.780489,-76.8,-43.800003,-25.2
7910,-7.6233473,-0.009129033,-0.009129033,10.792684,32.19512,-21.890244,-79.200005,-43.800003,-25.2
7920,-7.664063,-0.009177791,-0.009177791,8.292683,27.804878,-19.939024,-78.0,-44.4,-25.800001
7930,-8.164622,-0.009777215,-0.009777215,9.3902445,25.54878,-16.82927,-78.600006,-45.0,-26.400002
7940,-8.490345,-0.010167272,-0.010167272,11.646341,25.060976,-13.536586,-77.4,-44.4,-27.000002
7950,-8.037686,-0.009625209,-0.009625209,13.109756,24.146341,-11.097561,-78.600006,-44.4,-27.000002
7960,-7.711963,-0.009235152,-0.009235152,13.170732,21.219513,-10.121951,-78.0,-45.0,-26.400002
7970,-7.4748564,-0.008951214,-0.008951214,10.609756,19.207317,-9.573171,-77.4,-45.0,-27.000002
7980,-7.302415,-0.008744714,-0.008744714,4.878049,14.878049,-8.780488,-78.0,-45.0,-26.400002
7990,-7.6137676,-0.009117561,-0.009117561,-0.6097561,10.487805,-7.1341467,-78.0,-45.600002,-27.6
8000,-7.846084,-0.009395762,-0.009395762,-5.121951,6.9512196,-5.2439027,-78.0,-45.0,-26.400002
8010,-8.049661,-0.009639548,-0.009639548,-6.890244,3.5975611,-3.1097562,-78.600006,-44.4,-28.2
8020,-8.581355,-0.010276257,-0.010276257,-8.170732,1.9512196,-2.682927,-78.600006,-46.2,-28.2
8030,-8.823253,-0.010565932,-0.010565932,-7.3170733,2.804878,-1.7073171,-78.600006,-45.0,-28.800001
8040,-8.926238,-0.010689258,-0.010689258,-3.0487804,4.756098,-1.7682927,-78.600006,-45.600002,-27.6
8050,-8.847202,-0.010594612,-0.010594612,1.4634147,7.9268293,-0.73170733,-77.4,-46.2,-27.000002
8060,-8.5119,-0.010193083,-0.010193083,5.670732,9.756098,0.9756098,-78.600006,-45.600002,-28.2
8070,-8.1143265,-0.009716986,-0.009716986,9.146341,8.414635,4.9390244,-78.0,-44.4,-27.6
8080,-8.262817,-0.009894805,-0.009894805,9.634147,5.2439027,8.47561,-78.0,-45.0,-27.6
8090,-8.293953,-0.0099320905,-0.0099320905,6.097561,1.8292683,11.707317,-77.4,-45.0,-28.2
8100,-8.303533,-0.009943562,-0.009943562,3.0487804,-2.987805,13.719513,-78.600006,-44.4,-27.6
8110,-8.487949,-0.010164402,-0.010164402,0.6707317,-6.097561,14.695123,-78.0,-44.4,-28.2
8120,-8.720266,-0.010442604,-0.010442604,-0.6707317,-7.5609756,14.3902445,-78.0,-45.600002,-28.2
8130,-8.729847,-0.010454077,-0.010454077,-0.4878049,-7.804878,13.597561,-79.200005,-45.600002,-28.2
8140,-8.669971,-0.010382376,-0.010382376,0.06097561,-7.804878,13.780488,-78.0,-44.4,-27.6
8150,-8.674761,-0.010388112,-0.010388112,2.5609756,-7.012195,14.695123,-79.200005,-45.0,-27.000002
8160,-8.576566,-0.010270522,-0.010270522,4.756098,-6.402439,15.97561,-77.4,-43.2,-28.800001
8170,-8.329878,-0.00997511,-0.00997511,7.0731707,-6.158537,17.743902,-78.0,-45.0,-28.2
8180,-8.080796,-0.009676833,-0.009676833,9.634147,-6.9512196,19.390244,-78.0,-44.4,-28.2
8190,-8.135881,-0.009742798,-0.009742798,11.219512,-7.987805,19.939024,-76.200005,-42.600002,-28.2
8200,-8.329878,-0.00997511,-0.00997511,13.414635,-7.012195,21.82927,-79.200005,-44.4,-27.000002
8210,-8.435259,-0.010101305,-0.010101305,19.207317,-4.8170733,25.060976,-77.4,-43.2,-28.2
8220,-8.346643,-0.009995188,-0.009995188,30.121952,-3.5975611,28.353659,-76.200005,-43.2,-27.000002
8230,-7.965835,-0.0095391655,-0.0095391655,44.207317,-4.1463413,31.036587,-78.0,-42.600002,-28.2
8240,-7.697593,-0.009217943,-0.009217943,57.560978,-6.4634147,33.292683,-77.4,-43.800003,-27.000002
8250,-7.89638,-0.009455993,-0.009455993,67.5,-9.146341,35.670734,-78.0,-43.800003,-28.800001
8260,-7.89638,-0.009455993,-0.009455993,72.743904,-11.036586,39.146343,-76.8,-43.800003,-28.800001
8270,-7.6520877,-0.00916345,-0.00916345,75.243904,-13.780488,43.170734,-76.8,-43.2,-28.2
8280,-7.209009,-0.008632859,-0.008632859,75.36585,-17.621952,47.19512,-76.200005,-40.800003,-30.000002
8290,-6.7659307,-0.008102268,-0.008102268,72.5,-22.37805,53.170734,-76.8,-42.0,-28.800001
8300,-6.365962,-0.007623302,-0.007623302,69.87805,-28.109756,58.841465,-76.200005,-41.4,-29.400002
8310,-6.2869267,-0.0075286566,-0.0075286566,71.82927,-32.987804,64.14634,-75.0,-41.4,-28.800001
8320,-6.5168486,-0.00780399,-0.00780399,77.0122,-35.243904,69.32927,-75.600006,-42.0,-27.6
8330,-6.813831,-0.008159629,-0.008159629,83.35366,-36.646343,73.90244,-74.4,-40.800003,-30.000002
8340,-6.825806,-0.00817397,-0.00817397,88.597565,-37.012196,78.96342,-74.4,-39.600002,-30.6
